Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4275655,MDG_0000000001,COUNTRY,BRA,AMR,YEAR,Americas,SEX,2006,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.3 [15.9-18.8],17.34573806,15.941749968,18.809156525,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4275746,MDG_0000000001,COUNTRY,LCA,AMR,YEAR,Americas,SEX,2001,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.9 [15.0-16.9],15.921172525,15.001488961,16.874654013,,2025-04-15T15:49:27.583+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4275818,MDG_0000000001,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,SEX,1989,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,46.2 [38.4-56.2],46.160577495,38.42274246,56.198329407,,2025-04-15T15:49:27.583+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
4275846,MDG_0000000001,COUNTRY,BOL,AMR,YEAR,Americas,SEX,1982,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,113.4 [107.3-120.0],113.438310041,107.281265983,119.966412728,,2025-04-15T15:49:27.583+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
4275963,MDG_0000000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,SEX,2005,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,71.3 [64.3-78.9],71.253369638,64.333166523,78.939942432,,2025-04-15T15:49:27.583+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4276352,MDG_0000000001,MGHEREG,UNICEF_ESARO,,YEAR,,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.4 [48.3-56.3],51.403214039,48.301081505,56.258494804,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4276388,MDG_0000000001,COUNTRY,SVK,EUR,YEAR,Europe,SEX,1964,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.1 [21.3-25.0],23.064424405,21.289174895,24.951036652,,2025-04-15T15:49:27.583+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
4276875,MDG_0000000001,COUNTRY,GRC,EUR,YEAR,Europe,SEX,1966,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.5 [32.9-34.2],33.533365143,32.859001547,34.21283952,,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
4276929,MDG_0000000001,UNICEFREGION,UNICEFREGIONLAC,,YEAR,,SEX,2002,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.6 [23.9-25.3],24.554232604,23.906313994,25.272675386,,2025-04-15T15:49:27.583+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4277214,MDG_0000000001,COUNTRY,TUV,WPR,YEAR,Western Pacific,SEX,2001,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.2 [27.0-33.8],30.235586159,26.99446862,33.814323555,,2025-04-15T15:49:27.583+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4277298,MDG_0000000001,COUNTRY,MNE,EUR,YEAR,Europe,SEX,2008,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.6 [6.0-7.1],6.552887706,6.047042774,7.101643713,,2025-04-15T15:49:27.583+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4277556,MDG_0000000001,REGION,AMR,,YEAR,,SEX,2006,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.7 [14.3-15.1],14.68320964,14.32292939,15.10368251,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4278014,MDG_0000000001,COUNTRY,HRV,EUR,YEAR,Europe,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.5 [3.2-3.8],3.499750056,3.230189251,3.778210987,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
4278108,MDG_0000000001,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,1954,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,232.5 [199.6-267.8],232.456023261,199.603953709,267.799909102,,2025-04-15T15:49:27.583+02:00,1954,1954-01-01T00:00:00+01:00,1954-12-31T00:00:00+01:00
4278946,MDG_0000000001,COUNTRY,PLW,WPR,YEAR,Western Pacific,SEX,1989,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,27.1 [23.1-32.3],27.147055133,23.087811129,32.294128787,,2025-04-15T15:49:27.583+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
4279180,MDG_0000000001,COUNTRY,FRA,EUR,YEAR,Europe,SEX,1997,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.6 [4.5-4.7],4.638063864,4.534443449,4.741148228,,2025-04-15T15:49:27.583+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4279270,MDG_0000000001,COUNTRY,FRA,EUR,YEAR,Europe,SEX,1989,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.7 [7.6-7.9],7.717797703,7.568469222,7.880476432,,2025-04-15T15:49:27.583+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
4279341,MDG_0000000001,COUNTRY,COD,AFR,YEAR,Africa,SEX,2005,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,78.6 [70.1-88.1],78.616994992,70.141357595,88.056698209,,2025-04-15T15:49:27.583+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4279545,MDG_0000000001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.8 [19.2-27.1],22.816301273,19.24453467,27.111792658,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4279704,MDG_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.0 [2.0-2.2],2.047817276,1.952162908,2.150396609,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4279913,MDG_0000000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2009,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,55.7 [49.5-62.5],55.718295185,49.483237296,62.48055448,,2025-04-15T15:49:27.583+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4280196,MDG_0000000001,COUNTRY,USA,AMR,YEAR,Americas,SEX,1973,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.7 [19.3-20.0],19.677550217,19.344972471,20.018895571,,2025-04-15T15:49:27.583+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
4280230,MDG_0000000001,COUNTRY,COM,AFR,YEAR,Africa,SEX,2006,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,56.1 [44.0-67.5],56.099059864,44.015369453,67.528424697,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4280572,MDG_0000000001,COUNTRY,SUR,AMR,YEAR,Americas,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.2 [16.7-29.3],22.205913302,16.74857896,29.326048103,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4280857,MDG_0000000001,COUNTRY,COG,AFR,YEAR,Africa,SEX,1993,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,62.2 [55.5-69.5],62.189091065,55.51824132,69.499118628,,2025-04-15T15:49:27.583+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4280926,MDG_0000000001,COUNTRY,ATG,AMR,YEAR,Americas,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.3 [7.2-9.6],8.300143646,7.180074981,9.601250016,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4281300,MDG_0000000001,COUNTRY,FJI,WPR,YEAR,Western Pacific,SEX,1966,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,47.5 [42.5-52.9],47.464386427,42.49286656,52.856596309,,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
4281823,MDG_0000000001,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,1971,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,134.7 [125.3-144.5],134.711433025,125.322592624,144.53647943,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
4282384,MDG_0000000001,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,2000,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,21.4 [18.4-24.9],21.409739056,18.445334723,24.881167755,,2025-04-15T15:49:27.583+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4282441,MDG_0000000001,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,1977,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.2 [13.9-14.5],14.16871905,13.851576192,14.502030465,,2025-04-15T15:49:27.583+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
4282504,MDG_0000000001,COUNTRY,RWA,AFR,YEAR,Africa,SEX,2003,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,73.7 [68.2-79.5],73.732425631,68.216502512,79.494292366,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4282611,MDG_0000000001,COUNTRY,AND,EUR,YEAR,Europe,SEX,2008,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.2 [2.7-10.1],5.238834195,2.71717128,10.079243711,,2025-04-15T15:49:27.583+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4282684,MDG_0000000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.7 [9.6-14.2],11.68048306,9.603349273,14.175477614,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4282883,MDG_0000000001,COUNTRY,FSM,WPR,YEAR,Western Pacific,SEX,1986,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,46.4 [38.2-55.7],46.398408424,38.188690108,55.685712808,,2025-04-15T15:49:27.583+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
4283148,MDG_0000000001,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.0 [44.6-54.3],48.03792234,44.578624928,54.264176492,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
4283515,MDG_0000000001,COUNTRY,GRC,EUR,YEAR,Europe,SEX,1958,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.9 [38.0-39.8],38.915957059,37.995656881,39.845612129,,2025-04-15T15:49:27.583+02:00,1958,1958-01-01T00:00:00+01:00,1958-12-31T00:00:00+01:00
4283581,MDG_0000000001,REGION,EUR,,YEAR,,SEX,1996,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,21.9 [21.3-22.6],21.908113371,21.287056605,22.629332694,,2025-04-15T15:49:27.583+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4283607,MDG_0000000001,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,2007,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,21.9 [19.4-24.9],21.935269947,19.422972289,24.867983506,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4283769,MDG_0000000001,UNICEFREGION,UNICEFREGIONMENA,,YEAR,,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.1 [22.7-25.8],24.080910283,22.666028509,25.793224988,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4284099,MDG_0000000001,COUNTRY,ALB,EUR,YEAR,Europe,SEX,1993,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.3 [18.0-23.0],20.277857036,17.962006327,22.983685153,,2025-04-15T15:49:27.583+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4284263,MDG_0000000001,COUNTRY,BRA,AMR,YEAR,Americas,SEX,1966,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,122.7 [113.6-132.6],122.654300083,113.552036832,132.618361668,,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
4284299,MDG_0000000001,COUNTRY,DMA,AMR,YEAR,Americas,SEX,1988,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.1 [14.9-17.3],16.051803444,14.923114709,17.264733966,,2025-04-15T15:49:27.583+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
4284943,MDG_0000000001,COUNTRY,NER,AFR,YEAR,Africa,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,74.2 [65.5-84.3],74.153056606,65.547366671,84.34455936,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4285389,MDG_0000000001,COUNTRY,ISL,EUR,YEAR,Europe,SEX,2009,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.9 [1.7-2.2],1.949738352,1.688306323,2.246886088,,2025-04-15T15:49:27.583+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4285488,MDG_0000000001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,1973,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,65.1 [59.3-71.6],65.093697393,59.289595683,71.552477211,,2025-04-15T15:49:27.583+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
4285920,MDG_0000000001,COUNTRY,GAB,AFR,YEAR,Africa,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.7 [32.9-45.7],38.715582625,32.873620708,45.666325589,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4286036,MDG_0000000001,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,1987,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.8 [7.6-8.1],7.83447617,7.553318077,8.146245612,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
4286114,MDG_0000000001,COUNTRY,CHE,EUR,YEAR,Europe,SEX,1982,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.8 [6.5-7.0],6.756242437,6.517396665,7.005719489,,2025-04-15T15:49:27.583+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
4286183,MDG_0000000001,COUNTRY,SVN,EUR,YEAR,Europe,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.2 [2.0-2.4],2.208357558,2.027622139,2.390394604,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4286356,MDG_0000000001,COUNTRY,BFA,AFR,YEAR,Africa,SEX,1971,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,170.9 [155.3-188.9],170.944336239,155.285101658,188.93719592,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
4286428,MDG_0000000001,COUNTRY,NIC,AMR,YEAR,Americas,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.3 [12.5-14.4],13.265645254,12.543281285,14.366136234,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4286543,MDG_0000000001,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,68.7 [62.2-75.7],68.693082893,62.165849023,75.688406069,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4286560,MDG_0000000001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,1975,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,140.8 [133.5-148.5],140.753926392,133.493711864,148.485048346,,2025-04-15T15:49:27.583+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
4286712,MDG_0000000001,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,1964,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,116.7 [95.7-142.5],116.658690309,95.698750532,142.543696137,,2025-04-15T15:49:27.583+02:00,1964,1964-01-01T00:00:00+01:00,1964-12-31T00:00:00+01:00
4286824,MDG_0000000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,SEX,1974,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,105.4 [87.8-127.1],105.362668708,87.750667135,127.122248911,,2025-04-15T15:49:27.583+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
4286871,MDG_0000000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,1983,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,34.0 [29.3-38.6],34.000096985,29.344013463,38.626571776,,2025-04-15T15:49:27.583+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
4287162,MDG_0000000001,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,1984,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,65.8 [59.8-72.6],65.811625015,59.801665077,72.640876068,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
4287369,MDG_0000000001,COUNTRY,CUB,AMR,YEAR,Americas,SEX,1969,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,29.6 [26.2-34.1],29.638011469,26.199779225,34.076095332,,2025-04-15T15:49:27.583+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
4287585,MDG_0000000001,COUNTRY,AZE,EUR,YEAR,Europe,SEX,2000,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,63.6 [56.5-72.0],63.566186721,56.508032991,72.006691733,,2025-04-15T15:49:27.583+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4287617,MDG_0000000001,COUNTRY,KHM,WPR,YEAR,Western Pacific,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.3 [13.2-37.9],22.306635161,13.188227268,37.900308217,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4288201,MDG_0000000001,REGION,EUR,,YEAR,,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.8 [5.6-6.3],5.849217057,5.568965511,6.299341226,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4288531,MDG_0000000001,COUNTRY,CAF,AFR,YEAR,Africa,SEX,1977,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,125.4 [110.1-141.9],125.395931322,110.093485812,141.876858346,,2025-04-15T15:49:27.583+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
4288652,MDG_0000000001,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.8 [3.3-6.9],4.780772897,3.345937979,6.929633572,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4288709,MDG_0000000001,COUNTRY,COK,WPR,YEAR,Western Pacific,SEX,1999,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.7 [16.6-21.1],18.723590534,16.642827038,21.102979918,,2025-04-15T15:49:27.583+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4288978,MDG_0000000001,COUNTRY,SEN,AFR,YEAR,Africa,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,37.9 [35.2-40.7],37.875194923,35.225250794,40.683499767,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4289187,MDG_0000000001,COUNTRY,HUN,EUR,YEAR,Europe,SEX,1967,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.7 [32.8-34.6],33.666992821,32.765696075,34.591694019,,2025-04-15T15:49:27.583+02:00,1967,1967-01-01T00:00:00+01:00,1967-12-31T00:00:00+01:00
4289574,MDG_0000000001,COUNTRY,BRA,AMR,YEAR,Americas,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.0 [9.5-12.7],11.041164279,9.546850798,12.666641113,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4289768,MDG_0000000001,COUNTRY,FSM,WPR,YEAR,Western Pacific,SEX,1968,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,63.8 [52.4-77.3],63.849166572,52.373636304,77.297105262,,2025-04-15T15:49:27.583+02:00,1968,1968-01-01T00:00:00+01:00,1968-12-31T00:00:00+01:00
4289816,MDG_0000000001,COUNTRY,PAN,AMR,YEAR,Americas,SEX,1969,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,52.8 [47.5-58.2],52.841000968,47.469062502,58.215471006,,2025-04-15T15:49:27.583+02:00,1969,1969-01-01T00:00:00+01:00,1969-12-31T00:00:00+01:00
4289936,MDG_0000000001,COUNTRY,CHE,EUR,YEAR,Europe,SEX,1957,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.6 [20.1-21.2],20.611462198,20.066176545,21.16715713,,2025-04-15T15:49:27.583+02:00,1957,1957-01-01T00:00:00+01:00,1957-12-31T00:00:00+01:00
4290137,MDG_0000000001,COUNTRY,ITA,EUR,YEAR,Europe,SEX,2003,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.1 [4.0-4.2],4.097764864,4.021439582,4.176729904,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4290329,MDG_0000000001,UNICEFREGION,UNICEFREGIONSA,,YEAR,,SEX,1996,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,75.9 [73.8-78.1],75.923629141,73.810652634,78.122529366,,2025-04-15T15:49:27.583+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4290350,MDG_0000000001,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,1958,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,228.4 [200.8-257.7],228.408722912,200.832694064,257.729225449,,2025-04-15T15:49:27.583+02:00,1958,1958-01-01T00:00:00+01:00,1958-12-31T00:00:00+01:00
4290875,MDG_0000000001,COUNTRY,GUY,AMR,YEAR,Americas,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.2 [21.2-49.3],32.16522996,21.1957466,49.348432558,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4291728,MDG_0000000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,1984,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.0 [21.0-23.1],22.029719532,21.042211663,23.070089037,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
4292214,MDG_0000000001,COUNTRY,ARG,AMR,YEAR,Americas,SEX,1993,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.4 [20.0-20.9],20.43169199,19.994369052,20.888519015,,2025-04-15T15:49:27.583+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4292713,MDG_0000000001,COUNTRY,VEN,AMR,YEAR,Americas,SEX,2008,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.6 [12.3-12.9],12.567967631,12.282902809,12.859131376,,2025-04-15T15:49:27.583+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4293558,MDG_0000000001,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,1999,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,31.1 [28.8-33.5],31.081233298,28.833865174,33.546029001,,2025-04-15T15:49:27.583+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4293568,MDG_0000000001,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.1 [38.8-48.2],42.124026551,38.805274415,48.231098777,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
