Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8542961,WHOSIS_000001,COUNTRY,CZE,EUR,YEAR,Europe,SEX,SEX_BTSX,2009,,,,,,,77.3 [77.3-77.4],77.27519564,77.25231122,77.36438003,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8543020,WHOSIS_000001,COUNTRY,GRC,EUR,YEAR,Europe,SEX,SEX_MLE,2007,,,,,,,77.0 [77.0-77.1],77.01317707,77.00346141,77.09661597,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8548295,WHOSIS_000001,COUNTRY,SSD,AFR,YEAR,Africa,SEX,SEX_BTSX,2017,,,,,,,58.9 [57.5-60.1],58.88284459,57.47528037,60.06025968,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8548326,WHOSIS_000001,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_MLE,2009,,,,,,,59.7 [58.8-60.5],59.71299145,58.7819629,60.50398404,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8548599,WHOSIS_000001,COUNTRY,NLD,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,83.8 [83.7-83.8],83.76002655,83.7372797,83.84326873,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8549142,WHOSIS_000001,COUNTRY,ALB,EUR,YEAR,Europe,SEX,SEX_FMLE,2006,,,,,,,76.6 [76.3-77.0],76.62337523,76.29724748,77.02300477,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8549219,WHOSIS_000001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2001,,,,,,,66.7 [66.0-67.6],66.74868438,66.01778446,67.59739761,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8549329,WHOSIS_000001,COUNTRY,BFA,AFR,YEAR,Africa,SEX,SEX_MLE,2015,,,,,,,58.4 [57.5-59.5],58.4446628,57.48911778,59.50691128,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8549684,WHOSIS_000001,COUNTRY,MLI,AFR,YEAR,Africa,SEX,SEX_MLE,2020,,,,,,,60.7 [59.7-61.8],60.68307035,59.65081766,61.75753202,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8550165,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,SEX,SEX_BTSX,2011,,,,,,,73.5 [73.2-73.9],73.48016867,73.2029745,73.87470598,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8554575,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,SEX_BTSX,2005,,,,,,,78.6 [78.5-78.6],78.55484133,78.54090888,78.62625553,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8556364,WHOSIS_000001,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2012,,,,,,,68.3 [67.3-69.1],68.26819831,67.28874763,69.08824339,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8561625,WHOSIS_000001,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2021,,,,,,,75.6 [75.2-76.2],75.64973596,75.24615074,76.16199728,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8562064,WHOSIS_000001,COUNTRY,USA,AMR,YEAR,Americas,SEX,SEX_FMLE,2007,,,,,,,80.2 [80.2-80.3],80.22785018,80.17887827,80.27682209,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8562410,WHOSIS_000001,COUNTRY,UKR,EUR,YEAR,Europe,SEX,SEX_MLE,2002,,,,,,,61.9 [61.9-62.0],61.89740341,61.8659385,61.96691413,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8567204,WHOSIS_000001,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2002,,,,,,,75.8 [75.6-76.2],75.82566875,75.55805233,76.1513668,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8567563,WHOSIS_000001,COUNTRY,HTI,AMR,YEAR,Americas,SEX,SEX_BTSX,2013,,,,,,,61.9 [61.1-63.0],61.91874198,61.05392995,62.9730526,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
8567670,WHOSIS_000001,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2011,,,,,,,84.1 [84.1-84.2],84.0883178,84.06194117,84.1801869,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8567996,WHOSIS_000001,COUNTRY,PAN,AMR,YEAR,Americas,SEX,SEX_BTSX,2011,,,,,,,77.5 [77.3-77.8],77.51683567,77.32044805,77.77740765,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8568315,WHOSIS_000001,COUNTRY,BHS,AMR,YEAR,Americas,SEX,SEX_MLE,2010,,,,,,,69.4 [69.1-69.8],69.36858434,69.05451002,69.7719135,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8568499,WHOSIS_000001,COUNTRY,TKM,EUR,YEAR,Europe,SEX,SEX_BTSX,2018,,,,,,,69.1 [68.3-69.8],69.07787312,68.31502397,69.75591677,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8568655,WHOSIS_000001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2012,,,,,,,67.1 [66.9-67.5],67.14416809,66.85647474,67.50189272,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8573683,WHOSIS_000001,COUNTRY,KOR,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2016,,,,,,,79.5 [79.5-79.6],79.52891431,79.46111885,79.59670978,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8575366,WHOSIS_000001,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2010,,,,,,,72.0 [71.5-72.7],71.99005457,71.5370417,72.66915351,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8575477,WHOSIS_000001,COUNTRY,ESP,EUR,YEAR,Europe,SEX,SEX_MLE,2005,,,,,,,76.8 [76.7-76.9],76.80478776,76.73721488,76.87236065,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8580294,WHOSIS_000001,COUNTRY,BLR,EUR,YEAR,Europe,SEX,SEX_BTSX,2004,,,,,,,68.8 [68.7-68.9],68.80163482,68.7169853,68.94672349,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8580725,WHOSIS_000001,COUNTRY,SYC,AFR,YEAR,Africa,SEX,SEX_BTSX,2001,,,,,,,72.2 [72.0-72.5],72.22760033,72.02287811,72.51169428,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8581840,WHOSIS_000001,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_MLE,2012,,,,,,,67.7 [67.5-67.9],67.66458685,67.50113639,67.86794437,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8586300,WHOSIS_000001,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2011,,,,,,,81.9 [81.9-82.0],81.93172968,81.92974552,82.00630067,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8586939,WHOSIS_000001,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_MLE,2016,,,,,,,75.1 [74.7-75.6],75.13761161,74.70661359,75.64654488,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8587542,WHOSIS_000001,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2007,,,,,,,72.4 [71.9-73.0],72.3655995,71.861158,73.04458059,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8587601,WHOSIS_000001,COUNTRY,LTU,EUR,YEAR,Europe,SEX,SEX_MLE,2002,,,,,,,66.1 [66.0-66.2],66.09422087,66.02067824,66.22156193,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8587872,WHOSIS_000001,COUNTRY,CRI,AMR,YEAR,Americas,SEX,SEX_MLE,2002,,,,,,,76.5 [76.4-76.6],76.45117038,76.36791914,76.58296995,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8592856,WHOSIS_000001,COUNTRY,BLR,EUR,YEAR,Europe,SEX,SEX_BTSX,2010,,,,,,,70.4 [70.3-70.5],70.35076033,70.29625396,70.45581643,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8593400,WHOSIS_000001,COUNTRY,CAN,AMR,YEAR,Americas,SEX,SEX_FMLE,2015,,,,,,,83.5 [83.5-83.6],83.4800047,83.45956523,83.5551043,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8599890,WHOSIS_000001,COUNTRY,ETH,AFR,YEAR,Africa,SEX,SEX_BTSX,2017,,,,,,,68.1 [67.3-68.6],68.0726745,67.26759784,68.63357588,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8600174,WHOSIS_000001,COUNTRY,LCA,AMR,YEAR,Americas,SEX,SEX_FMLE,2020,,,,,,,79.6 [79.1-80.1],79.55474362,79.06896329,80.09347984,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8600353,WHOSIS_000001,COUNTRY,NIC,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,,,,,,,76.2 [75.8-76.5],76.18011127,75.80070084,76.5487728,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8600655,WHOSIS_000001,COUNTRY,SLE,AFR,YEAR,Africa,SEX,SEX_FMLE,2011,,,,,,,56.4 [55.6-57.3],56.4393975,55.64651366,57.32969889,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8605984,WHOSIS_000001,COUNTRY,CHN,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2010,,,,,,,72.0 [71.6-72.4],71.97687536,71.60427993,72.40096744,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8607644,WHOSIS_000001,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_FMLE,2020,,,,,,,75.5 [75.1-75.8],75.46412199,75.1473007,75.75510137,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8607733,WHOSIS_000001,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2006,,,,,,,72.2 [71.8-72.7],72.23737668,71.8220942,72.6996147,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8614134,WHOSIS_000001,COUNTRY,PRI,AMR,YEAR,Americas,SEX,SEX_BTSX,2004,,,,,,,77.5 [77.4-77.6],77.47011967,77.37605437,77.61156496,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8619831,WHOSIS_000001,COUNTRY,SLE,AFR,YEAR,Africa,SEX,SEX_FMLE,2007,,,,,,,53.8 [52.9-54.7],53.81962044,52.89422801,54.7320608,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8620020,WHOSIS_000001,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2014,,,,,,,68.6 [68.1-69.1],68.61113267,68.13541549,69.13295508,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8624668,WHOSIS_000001,COUNTRY,MDV,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2012,,,,,,,75.8 [75.6-76.2],75.84622735,75.64329682,76.17271251,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8625274,WHOSIS_000001,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2010,,,,,,,80.2 [79.9-80.8],80.24816399,79.88023365,80.79081082,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8625282,WHOSIS_000001,COUNTRY,TJK,EUR,YEAR,Europe,SEX,SEX_MLE,2012,,,,,,,69.2 [68.7-69.8],69.16156361,68.69587459,69.8233885,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8625778,WHOSIS_000001,COUNTRY,CHE,EUR,YEAR,Europe,SEX,SEX_MLE,2020,,,,,,,80.8 [80.8-80.9],80.81707599,80.79639585,80.90244617,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8625853,WHOSIS_000001,COUNTRY,FJI,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2011,,,,,,,69.4 [69.0-69.8],69.41634188,69.03833145,69.83417578,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8626497,WHOSIS_000001,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_MLE,2015,,,,,,,61.9 [61.2-62.6],61.87347295,61.15386372,62.59944883,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8626511,WHOSIS_000001,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_FMLE,2005,,,,,,,81.7 [81.6-82.0],81.73398557,81.55979425,81.97314861,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8626855,WHOSIS_000001,COUNTRY,ROU,EUR,YEAR,Europe,SEX,SEX_FMLE,2016,,,,,,,78.7 [78.7-78.9],78.74772283,78.7174953,78.85502594,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8626886,WHOSIS_000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2011,,,,,,,74.2 [74.0-74.4],74.19533253,74.00275429,74.42034034,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8627024,WHOSIS_000001,COUNTRY,GIN,AFR,YEAR,Africa,SEX,SEX_MLE,2017,,,,,,,59.0 [57.8-60.2],58.96117199,57.77477769,60.19684083,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8631316,WHOSIS_000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,76.9 [76.7-77.2],76.91267263,76.68586404,77.17652473,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8631438,WHOSIS_000001,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_FMLE,2019,,,,,,,68.8 [68.5-69.2],68.84884833,68.50429123,69.20197448,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8632339,WHOSIS_000001,COUNTRY,LCA,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,,,,,,,73.2 [73.0-73.5],73.2192679,73.01167462,73.49936509,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8637500,WHOSIS_000001,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2002,,,,,,,74.8 [74.1-75.4],74.75755844,74.12968306,75.38938886,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8637598,WHOSIS_000001,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2016,,,,,,,77.4 [77.1-77.9],77.43942824,77.09981578,77.92119535,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8644006,WHOSIS_000001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2009,,,,,,,75.3 [74.9-75.7],75.26025318,74.94940885,75.67917541,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8644695,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,SEX,SEX_MLE,2005,,,,,,,55.9 [55.3-56.8],55.94948992,55.26500313,56.76446969,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8645164,WHOSIS_000001,COUNTRY,BLR,EUR,YEAR,Europe,SEX,SEX_MLE,2004,,,,,,,63.1 [63.0-63.2],63.08499962,62.99338719,63.21089761,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8650400,WHOSIS_000001,COUNTRY,BLR,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,79.7 [79.6-79.8],79.65554048,79.62301128,79.7511921,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8651045,WHOSIS_000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2000,,,,,,,71.5 [71.4-71.7],71.51130083,71.43186307,71.68051458,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8651439,WHOSIS_000001,COUNTRY,COG,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,62.6 [61.8-63.6],62.56582962,61.79190517,63.58801468,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8651612,WHOSIS_000001,COUNTRY,HRV,EUR,YEAR,Europe,SEX,SEX_MLE,2009,,,,,,,73.0 [73.0-73.1],73.01424125,72.9636881,73.1346127,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
8656825,WHOSIS_000001,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2021,,,,,,,69.8 [69.1-70.5],69.75508488,69.13653153,70.45216987,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8656948,WHOSIS_000001,COUNTRY,GBR,EUR,YEAR,Europe,SEX,SEX_FMLE,2011,,,,,,,82.5 [82.4-82.5],82.45477242,82.39863257,82.51091226,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8657053,WHOSIS_000001,COUNTRY,DOM,AMR,YEAR,Americas,SEX,SEX_MLE,2007,,,,,,,70.5 [69.6-71.3],70.45173543,69.62721282,71.34193125,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8663264,WHOSIS_000001,COUNTRY,TZA,AFR,YEAR,Africa,SEX,SEX_MLE,2004,,,,,,,54.8 [54.0-55.9],54.8180154,53.97974921,55.87977491,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8663665,WHOSIS_000001,COUNTRY,KHM,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2002,,,,,,,63.2 [62.7-63.8],63.20042183,62.65686578,63.75314642,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8664171,WHOSIS_000001,COUNTRY,TKM,EUR,YEAR,Europe,SEX,SEX_FMLE,2000,,,,,,,69.5 [68.9-70.0],69.45405804,68.9036489,70.02173274,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
8664302,WHOSIS_000001,COUNTRY,LVA,EUR,YEAR,Europe,SEX,SEX_MLE,2003,,,,,,,65.3 [65.3-65.5],65.3492424,65.27039653,65.49326765,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
8664786,WHOSIS_000001,COUNTRY,NAM,AFR,YEAR,Africa,SEX,SEX_FMLE,2010,,,,,,,63.4 [62.4-64.4],63.40145491,62.38999822,64.44931216,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8670207,WHOSIS_000001,COUNTRY,URY,AMR,YEAR,Americas,SEX,SEX_FMLE,2006,,,,,,,80.3 [80.2-80.4],80.28499961,80.23091586,80.41407893,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
8670549,WHOSIS_000001,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_MLE,2002,,,,,,,52.1 [51.8-52.5],52.13723322,51.81522636,52.51994014,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
8671725,WHOSIS_000001,COUNTRY,LTU,EUR,YEAR,Europe,SEX,SEX_BTSX,2001,,,,,,,71.5 [71.4-71.6],71.51538807,71.44134917,71.63852121,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8676585,WHOSIS_000001,COUNTRY,ERI,AFR,YEAR,Africa,SEX,SEX_BTSX,2011,,,,,,,60.9 [60.1-61.9],60.90743675,60.09262157,61.90007306,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8677380,WHOSIS_000001,COUNTRY,BLR,EUR,YEAR,Europe,SEX,SEX_FMLE,2010,,,,,,,76.4 [76.4-76.5],76.43373322,76.38896597,76.54580128,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
8677873,WHOSIS_000001,COUNTRY,TJK,EUR,YEAR,Europe,SEX,SEX_BTSX,2001,,,,,,,66.4 [65.7-67.0],66.35716048,65.73154701,66.99461931,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8678030,WHOSIS_000001,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_BTSX,2017,,,,,,,76.3 [75.9-76.9],76.33626177,75.87091508,76.91578985,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8682451,WHOSIS_000001,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2014,,,,,,,63.5 [62.5-64.9],63.51525954,62.54257079,64.89164148,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8682964,WHOSIS_000001,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2019,,,,,,,79.8 [79.3-80.3],79.7854181,79.27623917,80.34593127,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8684323,WHOSIS_000001,COUNTRY,GTM,AMR,YEAR,Americas,SEX,SEX_BTSX,2004,,,,,,,69.7 [69.3-70.1],69.65899192,69.28784534,70.11429852,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
8688843,WHOSIS_000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2005,,,,,,,78.7 [78.4-79.2],78.74146944,78.43877123,79.17886818,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
8688892,WHOSIS_000001,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,77.4 [77.1-77.9],77.42883762,77.08524997,77.87954741,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8689197,WHOSIS_000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,SEX_MLE,2001,,,,,,,43.1 [42.4-44.0],43.10796347,42.38186442,44.0070421,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
8690404,WHOSIS_000001,COUNTRY,SRB,EUR,YEAR,Europe,SEX,SEX_MLE,2011,,,,,,,71.9 [71.8-72.0],71.895397,71.80999894,72.03309073,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8696007,WHOSIS_000001,COUNTRY,PRI,AMR,YEAR,Americas,SEX,SEX_BTSX,2018,,,,,,,80.7 [80.6-80.9],80.71857467,80.63201269,80.86535698,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8696743,WHOSIS_000001,COUNTRY,NAM,AFR,YEAR,Africa,SEX,SEX_MLE,2019,,,,,,,60.0 [59.1-61.1],59.98828346,59.1130801,61.07055464,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8696836,WHOSIS_000001,COUNTRY,PAN,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,,,,,,,76.2 [75.9-76.4],76.15178489,75.89637314,76.44572915,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
